Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
1/4/2018,15:59:00,MCP,"1st district, Rockville",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,DARNESTOWN RD/TRAVILAH RD,39.09680833,-77.20619167,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2015,NISSAN,4S,BLACK,Citation,21-402(a),Transportation Article,Yes,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.0968083333333, -77.2061916666667)"
1/4/2018,15:59:00,MCP,"1st district, Rockville",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,DARNESTOWN RD/TRAVILAH RD,39.09680833,-77.20619167,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2015,NISSAN,4S,BLACK,Citation,16-112(c),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.0968083333333, -77.2061916666667)"
1/4/2018,15:59:00,MCP,"1st district, Rockville","DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",DARNESTOWN RD/TRAVILAH RD,39.09680833,-77.20619167,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2015,NISSAN,4S,BLACK,Citation,16-101(a1),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.0968083333333, -77.2061916666667)"
1/4/2018,15:59:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,DARNESTOWN RD/TRAVILAH RD,39.09680833,-77.20619167,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2015,NISSAN,4S,BLACK,Citation,13-409(b),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.0968083333333, -77.2061916666667)"
1/4/2018,0:05:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,DOCENA DR @ LAKE SHORE DR,39.159875,-77.199595,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,CHEVROLET,SUBURBAN,BLACK,Citation,16-112(c),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.159875, -77.199595)"
1/4/2018,0:05:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,DOCENA DR @ LAKE SHORE DR,39.159875,-77.199595,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,CHEVROLET,SUBURBAN,BLACK,Citation,16-303(d),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.159875, -77.199595)"
1/4/2018,0:05:00,MCP,"6th district, Gaithersburg / Montgomery Village","DRIVING WHILE LIC. SUSP. UNDER 16-203, 16-206A2 FAIL TO ATTEND DIP, 17-106, 26-204/206, 27-103",DOCENA DR @ LAKE SHORE DR,39.159875,-77.199595,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,CHEVROLET,SUBURBAN,BLACK,Citation,16-303(h),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.159875, -77.199595)"
1/4/2018,0:05:00,MCP,"6th district, Gaithersburg / Montgomery Village",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,DOCENA DR @ LAKE SHORE DR,39.159875,-77.199595,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,CHEVROLET,SUBURBAN,BLACK,Citation,13-401(b1),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.159875, -77.199595)"
1/4/2018,0:05:00,MCP,"6th district, Gaithersburg / Montgomery Village",DISPLAYING REG. PLATE ISSUED FOR OTHER VEHICLE AND TOTHER PERSON,DOCENA DR @ LAKE SHORE DR,39.159875,-77.199595,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,CHEVROLET,SUBURBAN,BLACK,Citation,13-411(g),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.159875, -77.199595)"
1/4/2018,1:41:00,MCP,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,MIDDLEBROOK RD/WARING STATION RD,39.17462167,-77.25255,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,LEXS,4S,SILVER,Citation,16-303(c),Transportation Article,No,BLACK,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.1746216666667, -77.25255)"
1/4/2018,1:41:00,MCP,"5th district, Germantown",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,MIDDLEBROOK RD/WARING STATION RD,39.17462167,-77.25255,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,LEXS,4S,SILVER,Citation,16-101(a1),Transportation Article,No,BLACK,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.1746216666667, -77.25255)"
1/4/2018,1:41:00,MCP,"5th district, Germantown","DRIVING WHILE LIC. SUSP. UNDER 16-203, 16-206A2 FAIL TO ATTEND DIP, 17-106, 26-204/206, 27-103",MIDDLEBROOK RD/WARING STATION RD,39.17462167,-77.25255,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,LEXS,4S,SILVER,Citation,16-303(h),Transportation Article,No,BLACK,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.1746216666667, -77.25255)"
1/4/2018,1:41:00,MCP,"5th district, Germantown",KNOWINGLY DRIVING UNINSURED VEHICLE,MIDDLEBROOK RD/WARING STATION RD,39.17462167,-77.25255,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,LEXS,4S,SILVER,Citation,17-107(a1),Transportation Article,No,BLACK,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.1746216666667, -77.25255)"
1/4/2018,1:41:00,MCP,"5th district, Germantown",HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION,MIDDLEBROOK RD/WARING STATION RD,39.17462167,-77.25255,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,LEXS,4S,SILVER,Citation,16-105(b1),Transportation Article,No,BLACK,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.1746216666667, -77.25255)"
1/4/2018,10:36:00,MCP,"3rd district, Silver Spring",DRIVER FAIL TO STOP AT STEADY RED ARROW SIGNAL,N/B GEORGIA AVE / CAMERON ST,38.99715567,-77.02956167,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2013,KIA,SPORTAGE,BLACK,Citation,21-202(h2),Transportation Article,No,BLACK,F,WASHINGTON,DC,DC,A - Marked Patrol,"(38.9971556666667, -77.0295616666667)"
1/4/2018,10:16:00,MCP,"1st district, Rockville",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,E/B FALLS RD @ I-270,39.07034667,-77.16915833,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2008,HONDA,ACCORD 4DR,"BLUE, DARK",Citation,21-1124.2(d2),Transportation Article,No,WHITE,F,MCLEAN,VA,VA,A - Marked Patrol,"(39.0703466666667, -77.1691583333333)"
1/4/2018,14:38:00,MCP,Headquarters and Special Operations,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,18900 MONTGOMERY VILLAGE AVE,39.16810167,-77.20530333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,CHEVROLET,TRAIL BLAZER,BLUE,Citation,13-411(f),Transportation Article,No,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1681016666667, -77.2053033333333)"
1/4/2018,21:42:00,MCP,"2nd district, Bethesda",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 57 MPH IN A POSTED 30 MPH ZONE,EB EAST WEST HWY/ EDGEVALE STREET,38.987945,-77.076535,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2013,TOYOTA,RAV 4,BLUE,Citation,21-801.1,Transportation Article,No,WHITE,M,ALEXANDRIA,VA,VA,Q - Marked Laser,"(38.987945, -77.076535)"
1/4/2018,21:59:00,MCP,"2nd district, Bethesda",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 51 MPH IN A POSTED 30 MPH ZONE,EB EAST WEST HWY/ EDGEVALE STREET,38.98789,-77.07872833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TOYOTA,PRIUS,SILVER,Citation,21-801.1,Transportation Article,No,WHITE,M,REISTERSTOWN,MD,MD,Q - Marked Laser,"(38.98789, -77.0787283333333)"
1/4/2018,22:33:00,MCP,"2nd district, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,WB EAST WEST HWY/ EDGEVALE STREET,38.98516333,-77.09066333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,TOYOTA,PRIUS,GRAY,Citation,13-409(b),Transportation Article,No,WHITE,F,CHEVY CHASE,MD,MD,Q - Marked Laser,"(38.9851633333333, -77.0906633333333)"
1/4/2018,22:54:00,MCP,"2nd district, Bethesda",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 54 MPH IN A POSTED 30 MPH ZONE,EB EAST WEST HWY/ EDGEVALE STREET,38.987735,-77.07965333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,TOYOTA,CAMRY,BLACK,Citation,21-801.1,Transportation Article,No,OTHER,M,ELLICOTT CITY,MD,MD,Q - Marked Laser,"(38.987735, -77.0796533333333)"
1/4/2018,14:50:00,MCP,"4th district, Wheaton",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,NORBECK RD @ MUNCASTER MILL RD,39.10854833,-77.08096167,No,No,Yes,No,No,No,No,No,No,No,CT,02 - Automobile,2009,INFINITI,G37X,BLACK,Citation,21-801(b),Transportation Article,Yes,BLACK,M,HARTFORD,CT,CT,A - Marked Patrol,"(39.1085483333333, -77.0809616666667)"
1/4/2018,22:10:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,KILLARNEY LN / MUDDY BRANCH RD,39.133665,-77.20656167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,NISS,SENTRA,SILVER,Citation,16-101(a1),Transportation Article,No,HISPANIC,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.133665, -77.2065616666667)"
1/4/2018,22:10:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,KILLARNEY LN / MUDDY BRANCH RD,39.133665,-77.20656167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,NISS,SENTRA,SILVER,Citation,16-303(c),Transportation Article,No,HISPANIC,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.133665, -77.2065616666667)"
1/4/2018,22:10:00,MCP,"6th district, Gaithersburg / Montgomery Village","DRIVING WHILE LIC. SUSP. UNDER 16-203, 16-206A2 FAIL TO ATTEND DIP, 17-106, 26-204/206, 27-103",KILLARNEY LN / MUDDY BRANCH RD,39.133665,-77.20656167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,NISS,SENTRA,SILVER,Citation,16-303(h),Transportation Article,No,HISPANIC,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.133665, -77.2065616666667)"
1/4/2018,22:10:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,KILLARNEY LN / MUDDY BRANCH RD,39.133665,-77.20656167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,NISS,SENTRA,SILVER,Citation,16-112(c),Transportation Article,No,HISPANIC,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.133665, -77.2065616666667)"
1/4/2018,22:10:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,KILLARNEY LN / MUDDY BRANCH RD,39.133665,-77.20656167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,NISS,SENTRA,SILVER,Citation,13-409(b),Transportation Article,No,HISPANIC,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.133665, -77.2065616666667)"
1/4/2018,22:10:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF MV OPER TO PRESENT EVIDENCE OF REQUIRED SECURITY ON REQUEST OF A LAW ENFORCEMENT OFFICER,KILLARNEY LN / MUDDY BRANCH RD,39.133665,-77.20656167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,NISS,SENTRA,SILVER,Citation,17-104.2(b2),Transportation Article,No,HISPANIC,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.133665, -77.2065616666667)"
1/4/2018,22:10:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 60,KILLARNEY LN / MUDDY BRANCH RD,39.133665,-77.20656167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,NISS,SENTRA,SILVER,Citation,21-801(a),Transportation Article,No,HISPANIC,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.133665, -77.2065616666667)"
1/4/2018,22:10:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER CHANGING LANES WHEN UNSAFE,KILLARNEY LN / MUDDY BRANCH RD,39.133665,-77.20656167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,NISS,SENTRA,SILVER,Citation,21-309(b),Transportation Article,No,HISPANIC,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.133665, -77.2065616666667)"
1/4/2018,19:50:00,MCP,"4th district, Wheaton","FAILURE OF DRIVER TO STOP, STAY UPON APPROACH BY EMERGENCY, POLICE VEH. USING SIGNALS",BEL PRE RD/ BEL PRE DR,39.09049167,-77.05137667,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2016,TOYOTA,TK,WHITE,Citation,21-405(c),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0904916666667, -77.0513766666667)"
1/4/2018,1:15:00,MCP,"1st district, Rockville",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,APPOMATTOX AVE AT SPARTAN OLNEY MD,39.08282667,-77.15095833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,SCION,TC,BLUE,Citation,21-902(a1i),Transportation Article,No,HISPANIC,M,BROOKEVILLE,MD,MD,B - Unmarked Patrol,"(39.0828266666667, -77.1509583333333)"
1/4/2018,1:15:00,MCP,"1st district, Rockville",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL PER SE,APPOMATTOX AVE AT SPARTAN OLNEY MD,39.08282667,-77.15095833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,SCION,TC,BLUE,Citation,21-902(a1ii),Transportation Article,No,HISPANIC,M,BROOKEVILLE,MD,MD,B - Unmarked Patrol,"(39.0828266666667, -77.1509583333333)"
1/4/2018,1:15:00,MCP,"1st district, Rockville",DRIVING VEH. WHILE IMPAIRED BY ALCOHOL,APPOMATTOX AVE AT SPARTAN OLNEY MD,39.08282667,-77.15095833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,SCION,TC,BLUE,Citation,21-902(b1i),Transportation Article,No,HISPANIC,M,BROOKEVILLE,MD,MD,B - Unmarked Patrol,"(39.0828266666667, -77.1509583333333)"
1/4/2018,1:15:00,MCP,"1st district, Rockville",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,APPOMATTOX AVE AT SPARTAN OLNEY MD,39.08282667,-77.15095833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,SCION,TC,BLUE,Citation,21-301(a),Transportation Article,No,HISPANIC,M,BROOKEVILLE,MD,MD,B - Unmarked Patrol,"(39.0828266666667, -77.1509583333333)"
1/4/2018,1:15:00,MCP,"1st district, Rockville",FAILURE TO STOP AT STOP SIGN,APPOMATTOX AVE AT SPARTAN OLNEY MD,39.08282667,-77.15095833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,SCION,TC,BLUE,Citation,21-707(a),Transportation Article,No,HISPANIC,M,BROOKEVILLE,MD,MD,B - Unmarked Patrol,"(39.0828266666667, -77.1509583333333)"
1/4/2018,1:15:00,MCP,"1st district, Rockville",DRIVING ON LEFT SIDE OF ROADWAY IN POSTED NO PASSING ZONE MARKED BY PAVEMENT STRIPING,APPOMATTOX AVE AT SPARTAN OLNEY MD,39.08282667,-77.15095833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,SCION,TC,BLUE,Citation,21-307(c),Transportation Article,No,HISPANIC,M,BROOKEVILLE,MD,MD,B - Unmarked Patrol,"(39.0828266666667, -77.1509583333333)"
1/4/2018,16:22:00,MCP,"2nd district, Bethesda",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,WESTLAKE TER @ MOTOR CITY DRIVE,39.02620667,-77.14525333,No,No,No,No,No,No,No,No,No,No,CA,02 - Automobile,2017,HONDA,ACCORD,WHITE,Citation,16-303(c),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0262066666667, -77.1452533333333)"
1/4/2018,16:22:00,MCP,"2nd district, Bethesda","DRIVING WHILE LIC. SUSP. UNDER 16-203, 16-206A2 FAIL TO ATTEND DIP, 17-106, 26-204/206, 27-103",WESTLAKE TER @ MOTOR CITY DRIVE,39.02620667,-77.14525333,No,No,No,No,No,No,No,No,No,No,CA,02 - Automobile,2017,HONDA,ACCORD,WHITE,Citation,16-303(h),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0262066666667, -77.1452533333333)"
1/4/2018,16:22:00,MCP,"2nd district, Bethesda",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,WESTLAKE TER @ MOTOR CITY DRIVE,39.02620667,-77.14525333,No,No,No,No,No,No,No,No,No,No,CA,02 - Automobile,2017,HONDA,ACCORD,WHITE,Citation,16-101(a1),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0262066666667, -77.1452533333333)"
1/4/2018,16:22:00,MCP,"2nd district, Bethesda",FAILURE TO ATTACH VEH. REG. PLATES AT FRONT AND REAR,WESTLAKE TER @ MOTOR CITY DRIVE,39.02620667,-77.14525333,No,No,No,No,No,No,No,No,No,No,CA,02 - Automobile,2017,HONDA,ACCORD,WHITE,Citation,13-411(a),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0262066666667, -77.1452533333333)"
1/4/2018,13:49:00,MCP,"3rd district, Silver Spring",PARKING WHERE PROHIBITED BY OFFICIAL SIGNS,DOMER / GARLAND,38.99688667,-76.99878833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,NISSAN,ALTIMA,RED,Citation,21-1003(aa),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(38.9968866666667, -76.9987883333333)"
1/4/2018,13:58:00,MCP,"3rd district, Silver Spring",PARKING WHERE PROHIBITED BY OFFICIAL SIGNS,DOMER / GLENVIEW,38.99683833,-77.00045667,No,No,No,No,No,No,No,No,No,No,MN,02 - Automobile,2006,BMW,4DR,WHITE,Citation,21-1003(aa),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,"(38.9968383333333, -77.0004566666667)"
1/4/2018,11:59:00,MCP,"5th district, Germantown",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 55 MPH IN A POSTED 40 MPH ZONE,RIDGE RD & SWEEPSTAKES RD,39.26178667,-77.221735,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,HOND,ACCORD,SILVER,Citation,21-801.1,Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,I - Marked Moving Radar (Moving),"(39.2617866666667, -77.221735)"
1/4/2018,11:59:00,MCP,"5th district, Germantown",OPER. MOTOR VEH. WITH OPERATOR NOT RESTRAINED BY SEAT BELT,RIDGE RD & SWEEPSTAKES RD,39.26178667,-77.221735,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,HOND,ACCORD,SILVER,Citation,22-412.3(b),Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,I - Marked Moving Radar (Moving),"(39.2617866666667, -77.221735)"
1/4/2018,12:11:00,MCP,"5th district, Germantown",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 58 MPH IN A POSTED 40 MPH ZONE,RIDGE RD &APPLE ORCHARD,39.22589167,-77.23669,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2017,LEXUS,RX450H,WHITE,Citation,21-801.1,Transportation Article,No,ASIAN,F,BOYDS,MD,MD,I - Marked Moving Radar (Moving),"(39.2258916666667, -77.23669)"
1/4/2018,21:47:00,MCP,"5th district, Germantown",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 104 MPH IN A POSTED 55 MPH ZONE,S/B 270  PRIOR FATHER HURLEY BLVD,39.20502,-77.27158833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2018,SUBARU,4S,WHITE,Citation,21-801.1,Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,I - Marked Moving Radar (Moving),"(39.20502, -77.2715883333333)"
1/4/2018,16:14:00,MCP,"1st district, Rockville",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,DICKERSON RD @ DICKERSON CHURCH RD,39.21258,-77.43035333,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,ACUR,TK,GRAY,Citation,21-801(a),Transportation Article,No,WHITE,F,POOLESVILLE,MD,MD,B - Unmarked Patrol,"(39.21258, -77.4303533333333)"
1/4/2018,16:14:00,MCP,"1st district, Rockville",DRIVING ON LEFT SIDE OF ROADWAY IN POSTED NO PASSING ZONE MARKED BY PAVEMENT STRIPING,DICKERSON RD @ DICKERSON CHURCH RD,39.21258,-77.43035333,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,ACUR,TK,GRAY,Citation,21-307(c),Transportation Article,No,WHITE,F,POOLESVILLE,MD,MD,B - Unmarked Patrol,"(39.21258, -77.4303533333333)"
1/4/2018,18:50:00,MCP,"1st district, Rockville",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,DUNDEE RD @ GUY CT,39.08753167,-77.18211167,No,Yes,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2016,CHEVY,4S,RED,Citation,21-801(b),Transportation Article,Yes,WHITE,F,ROCKVILLE,MD,MD,B - Unmarked Patrol,"(39.0875316666667, -77.1821116666667)"
1/4/2018,18:50:00,MCP,"1st district, Rockville",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,DUNDEE RD @ GUY CT,39.08753167,-77.18211167,No,Yes,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2016,CHEVY,4S,RED,Citation,21-402(a),Transportation Article,Yes,WHITE,F,ROCKVILLE,MD,MD,B - Unmarked Patrol,"(39.0875316666667, -77.1821116666667)"
1/4/2018,18:50:00,MCP,"1st district, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,DUNDEE RD @ GUY CT,39.08753167,-77.18211167,No,Yes,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2016,CHEVY,4S,RED,Citation,21-502(a2),Transportation Article,Yes,WHITE,F,ROCKVILLE,MD,MD,B - Unmarked Patrol,"(39.0875316666667, -77.1821116666667)"
1/4/2018,14:44:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,MONTGOMERY PKWY/E. JEFFERSON ST,39.05102233,-77.12910717,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2011,MAZDA,CX-7,BLACK,Citation,13-411(f),Transportation Article,No,BLACK,M,MEDFORD,MA,MA,A - Marked Patrol,"(39.0510223333333, -77.1291071666667)"
1/4/2018,16:18:00,MCP,"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,DEMOCRACY BLVD/BELLS MILL RD,39.0242645,-77.12664883,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,TOYOTA,AVALON,BLACK,Citation,21-1124.2(d2),Transportation Article,No,WHITE,M,COLLEGE PARK,MD,MD,A - Marked Patrol,"(39.0242645, -77.1266488333333)"
1/4/2018,16:34:00,MCP,"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,DEMOCRACY BLVD/BELLS MILL RD,39.0239105,-77.12761583,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2007,ISU,ASCENDER/SUV,BLACK,Citation,21-1124.2(d2),Transportation Article,No,BLACK,M,CAMP SPRINGS,MD,MD,A - Marked Patrol,"(39.0239105, -77.1276158333333)"
1/4/2018,15:30:00,MCP,"5th district, Germantown","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",5900 BLOCK SUNDOWN RD,39.2149375,-77.12090983,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,HONDA,CRV,GREEN,Warning,21-901.1(b),Transportation Article,Yes,OTHER,F,DAMASCUS,MD,MD,A - Marked Patrol,"(39.2149375, -77.1209098333333)"
1/4/2018,9:33:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,UNIVERSITY BLVD W/ELKIN ST,39.04211833,-77.05020333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,TOYOTA,4DR,GREEN,Warning,21-201(a1),Transportation Article,No,WHITE,F,SYKESVILLE,MD,MD,A - Marked Patrol,"(39.0421183333333, -77.0502033333333)"
1/4/2018,17:33:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,PERRY AVE AT LEXINGTON ST.,39.03254667,-77.07242833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,NISS,4DOOR,RED,Warning,21-201(a1),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0325466666667, -77.0724283333333)"
